Year,OBS_STATUS,NATURE,COMMENT_OBS,SOURCE_DETAIL,SDG Series,Custom Breakdown,Composite breakdown,Unit of measure,Observation status,Nature of data points,Observation-level footnotes,Source details,Label for custom breakdown,Value
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Permanent snow and glaciers,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.56
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.55
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.53
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.51
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.48
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,"Land Cover: Shrubs and/or herbaceous vegetation, aquatic or regularly flooded",Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.47
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.83
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.88
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.83
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.73
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.69
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Shrub-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.66
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.31
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.33
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.35
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.36
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.4
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Sparsely natural vegetated areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,1.43
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.93
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.92
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.92
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.92
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.94
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Terrestrial barren land,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,0.96
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,12.98
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,12.78
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,12.56
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,12.31
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,12.25
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain Green Cover Index [15.4.2],Custom code 04,Land Cover: Tree-covered areas,Percent,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Remaining mountain area,12.2
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain area (square kilometres) [15.4.2],,,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,143500
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain area (square kilometres) [15.4.2],,,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,143500
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain area (square kilometres) [15.4.2],,,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,143500
2015,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain area (square kilometres) [15.4.2],,,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,143500
2018,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain area (square kilometres) [15.4.2],,,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,143500
2021,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain area (square kilometres) [15.4.2],,,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),,143500
2000,M,N,NaN = Not relevant,NA,Mountain area (square kilometres) [15.4.2],Custom code 01,,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2005,M,N,NaN = Not relevant,NA,Mountain area (square kilometres) [15.4.2],Custom code 01,,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2010,M,N,NaN = Not relevant,NA,Mountain area (square kilometres) [15.4.2],Custom code 01,,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2015,M,N,NaN = Not relevant,NA,Mountain area (square kilometres) [15.4.2],Custom code 01,,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2018,M,N,NaN = Not relevant,NA,Mountain area (square kilometres) [15.4.2],Custom code 01,,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2021,M,N,NaN = Not relevant,NA,Mountain area (square kilometres) [15.4.2],Custom code 01,,Square kilometers,Missing value; data cannot exist,Non-relevant,NaN = Not relevant,NA,Nival,NaN
2000,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain area (square kilometres) [15.4.2],Custom code 02,,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,171
2005,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain area (square kilometres) [15.4.2],Custom code 02,,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,171
2010,E,E,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Mountain area (square kilometres) [15.4.2],Custom code 02,,Square kilometers,Estimated value,Estimated,FAO estimate,Food and Agriculture Organization of the United Nations (FAO),Alpine,171
