Year,SOURCE_DETAIL,Sex,Degree of urbanisation,Income or wealth quantile,Education level,Observation-level footnotes,COMMENT_OBS,Value
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 1 (poorest),Primary education,,,73.40306
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 1 (poorest),Lower secondary education,,,12.04897
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 1 (poorest),Lower secondary education,,,33.79094
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 1 (poorest),Lower secondary education,,,39.59629
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 1 (poorest),Lower secondary education,,,64.29983
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 1 (poorest),Upper secondary education,,,11.35485
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 1 (poorest),Upper secondary education,,,11.01412
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 1 (poorest),Upper secondary education,,,17.56753
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 1 (poorest),Upper secondary education,,,24.49861
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Primary education,,,47.1944
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Primary education,,,69.6829
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Primary education,,,76.4377
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Primary education,,,91.95472
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Lower secondary education,,,26.37383
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Lower secondary education,,,56.18829
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Lower secondary education,,,54.31258
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Lower secondary education,,,80.36637
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Upper secondary education,,,15.68378
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Upper secondary education,,,16.24608
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Upper secondary education,,,25.12161
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 2,Upper secondary education,,,42.42543
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Primary education,,,54.98394
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Primary education,,,77.70979
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Primary education,,,84.36843
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Primary education,,,93.51388
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Lower secondary education,,,29.7139
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Lower secondary education,,,56.36916
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Lower secondary education,,,67.76682
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Lower secondary education,,,86.19237
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Upper secondary education,,,16.63055
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Upper secondary education,,,27.48369
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Upper secondary education,,,38.01184
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 3,Upper secondary education,,,53.08279
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Primary education,,,64.88518
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Primary education,,,87.20989
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Primary education,,,93.5545
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Primary education,,,96.29719
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Lower secondary education,,,46.10038
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Lower secondary education,,,68.30099
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Lower secondary education,,,79.69283
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Lower secondary education,,,92.43861
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Upper secondary education,,,29.75231
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Upper secondary education,,,43.26631
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Upper secondary education,,,50.91105
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 4,Upper secondary education,,,74.49763
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Primary education,,,86.4172
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Primary education,,,82.75844
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Primary education,,,95.60145
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Primary education,,,96.27545
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Lower secondary education,,,62.66976
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Lower secondary education,,,92.17284
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Lower secondary education,,,90.37637
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Lower secondary education,,,86.22888
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Upper secondary education,,,27.52366
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Upper secondary education,,,37.01866
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Upper secondary education,,,69.34627
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Rural,Quintile 5 (richest),Upper secondary education,,,71.64162
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,,Primary education,,,71.20611
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,,Primary education,,,83.95193
2009,"Kenya Population and Housing Census 2009. IPUMS-International, National Bureau of Statistics. Data extracted on 25 February 2025.",Male,Urban,,Primary education,,,73.50476
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Primary education,,,90.68627
2019,Kenya Continuous Household Survey Programme (KCHSP) 2019. The survey collected data on school attendance and attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Primary education,,,86.96505
2020,Kenya Continuous Household Survey Programme (KCHSP) 2020. The survey collected data on school attendance and attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Primary education,,,86.70284
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Primary education,,,90.91255
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,,Lower secondary education,,,58.50066
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,,Lower secondary education,,,75.63426
2009,"Kenya Population and Housing Census 2009. IPUMS-International, National Bureau of Statistics. Data extracted on 25 February 2025.",Male,Urban,,Lower secondary education,,,64.21375
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Lower secondary education,,,79.79667
2019,Kenya Continuous Household Survey Programme (KCHSP) 2019. The survey collected data on school attendance and attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Lower secondary education,,,81.27668
2020,Kenya Continuous Household Survey Programme (KCHSP) 2020. The survey collected data on school attendance and attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Lower secondary education,,,80.99878
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Lower secondary education,,,88.60346
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,,Upper secondary education,,,44.45691
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,,Upper secondary education,,,54.52406
2009,"Kenya Population and Housing Census 2009. IPUMS-International, National Bureau of Statistics. Data extracted on 25 February 2025.",Male,Urban,,Upper secondary education,,,43.38826
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Upper secondary education,,,58.95918
2019,Kenya Continuous Household Survey Programme (KCHSP) 2019. The survey collected data on school attendance and attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Upper secondary education,,,74.96229
2020,Kenya Continuous Household Survey Programme (KCHSP) 2020. The survey collected data on school attendance and attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Upper secondary education,,,69.94972
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,,Upper secondary education,,,75.28517
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Primary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Primary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Primary education,This data point is NOT APPLICABLE for the submitting nation.,,79.37586
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Primary education,This data point is NOT APPLICABLE for the submitting nation.,,68.90008
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,,51.08447
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,,57.73914
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,,10.47483
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 1 (poorest),Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,,46.04947
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Primary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Primary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Primary education,This data point is NOT APPLICABLE for the submitting nation.,,83.31088
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Primary education,This data point is NOT APPLICABLE for the submitting nation.,,87.06807
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,,57.05346
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,,72.0623
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,,31.88017
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 2,Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,,44.66412
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Primary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Primary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Primary education,This data point is NOT APPLICABLE for the submitting nation.,,89.8543
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Primary education,This data point is NOT APPLICABLE for the submitting nation.,,85.76575
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,,70.71972
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Lower secondary education,This data point is NOT APPLICABLE for the submitting nation.,,78.73697
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,This data point is NOT APPLICABLE for the submitting nation.,0.0
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,,32.61618
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 3,Upper secondary education,This data point is NOT APPLICABLE for the submitting nation.,,46.44046
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Primary education,,,65.5157
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Primary education,,,79.81884
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Primary education,,,89.30966
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Primary education,,,94.38141
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Lower secondary education,,,48.944
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Lower secondary education,,,59.07599
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Lower secondary education,,,78.30979
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Lower secondary education,,,93.20978
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Upper secondary education,,,15.45458
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Upper secondary education,,,26.76514
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Upper secondary education,,,51.85422
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 4,Upper secondary education,,,73.65478
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Primary education,,,76.17205
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Primary education,,,85.8306
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Primary education,,,96.49847
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Primary education,,,92.34271
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Lower secondary education,,,65.23743
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Lower secondary education,,,82.63592
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Lower secondary education,,,93.47284
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Lower secondary education,,,92.38074
2003,Kenya DHS 2003. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Upper secondary education,,,49.67733
2008,Kenya DHS 2008-09. The survey collected data on school attendance for age 4-24 and educational attainment for age 4 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Upper secondary education,,,59.67635
2014,Kenya DHS 2014. The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Upper secondary education,,,78.08939
2022,Kenya  DHS 2022.  The survey collected data on school attendance for age 3-24 and educational attainment for age 3 and above. Data extracted on 25 February 2025.,Male,Urban,Quintile 5 (richest),Upper secondary education,,,88.66744
